rno,Be_Effective,Immediate_Relief,Fix_Root_Cause,No_Side_Effect,Right_Price,Not_Too_Strong,Good_Brand,Easy_To_Find,Reduce_Gas,Protect_Stomach,Convenient_Dose,Long_Term_Effective,Good_Taste,Doc_Reccomend,Sustained_Relief,Flavours,Multiple_Forms,q14a1_1,edresp,occresp,medied,qlfn_2,qlfn_1,qlfn_3,cook_1,cook_2,cook_3,eatfreq,travel,daystrav,ailment1,ailment2,ailment3,ailment4,occcwe,edcwe,sec,mhi,ageresp,sexresp,edhw,workhw,lang_1,lang_2,anydr,chemist,family,expmedi,moub,cluster
376,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,1,3,68,7,8, , ,2, , ,9,2, ,97, , , ,51,3,D,3, , ,2,3,4, ,2,3,2,100,8,1
377,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,11,6,65,7,30,5, ,2, , ,6,1,8,97, , , ,65,6,B1,4, , ,4,3,4, ,2,3,1,30,1,3
378,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,10,4,68,7,1, , ,2, , ,9,2, ,97, , , ,57,4,C,5, , ,4,3,4, ,2,3,3, ,12,1
379,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,1,6,68,7,30, , ,2, , ,4,2, ,97, , , ,52,6,A2,5, , ,6,3,4, ,2,3,1,250,8,1
380,5,4,4,2,2,5,3,4,4,3,2,4,4,4,4,4,4,8,1,68,99,99, , ,G, , ,6,2, ,97, , , ,51,1,E2,3, , ,1,3,4, ,2,3,2,150, ,4
381,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,5,5,3,3,69,7,7, , ,2, , ,9,2, ,97, , , ,50,3,D,3, , ,3,3,4, ,2,3,1,100,7,1
382,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,5,4,1,6,57,7,30, , ,2, , ,9,2, ,97, , , ,57,6,B1,4, , ,3,3,4, ,2,3,1,100,12,1
383,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,6,57,7,10, , ,2, , ,7,2, ,97, , , ,65,6,B1,5, , ,5,1,4, ,2,3,1,50,8,1
384,5,5,3,4,5,5,5,5,5,4,5,5,5,5,4,4,5,7,3,50,7,4, , ,2, , ,9,2, ,97, , , ,50,3,D,3, , ,3,3,4, ,2,3,1,25,7,4
385,5,5,1,4,5,5,5,5,5,2,4,5,5,4,3,5,5, ,4,68,7,21, , ,2, , ,9,2, ,97, , , ,51,3,D,3, , ,4,3,4, ,2,3,1,250,8,4
386,5,4,4,4,4,2,5,5,4,4,5,4,4,4,4,4,4,1,4,50,7,1, , ,2, , ,5,2, ,97, , , ,50,4,C,3, , ,3,3,4, ,2,3,1,100,8,4
387,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,6,57,7,10, , ,2, , ,7,2, ,97, , , ,50,4,C,3, , ,2,3,4, ,2,3,1,25,8,1
388,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5, ,3,50,7,38, , ,G, , ,9,2, ,97, , , ,50,3,D,3, , ,1,3,4, ,2,3,1,100,1,1
389,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,50,7,1, , ,2, , ,7,1,5,97, , , ,50,4,C,4, , ,3,3,4, ,2,3,1,60,8,1
390,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,50,7,1,95, ,2, , ,7,2, ,97, , , ,50,4,C,3, , ,3,3,4, ,2,3,3,50,1,1
391,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,4,68,7,1, , ,2, , ,9,2, ,97, , , ,49,3,E1,3,29,2,4,3,4, ,2,3,1,50,8,1
392,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,4,52,7,9, , ,2, , ,9,2, ,97, , , ,57,6,B1,5, , ,2,3,4, ,2,3,1,100,10,1
393,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5, ,3,57,7,13, , ,2, , ,9,1,2,97, , , ,50,4,C,3, , ,3,3,4, ,2,3,1,100,8,1
394,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,57,7,10, , ,2, , ,6,1,1,97, , , ,57,4,C,7, , ,4,3,4, ,2,2,2,150,1,1
395,5,5,5,5,2,4,4,5,5,5,5,5,5,4,5,5,5,1,3,68,7,45, , ,2, , ,9,2, ,97, , , ,50,4,C,4, , ,3,3,4, ,2,3,1,50,1,0
396,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,8,5,69,7,1, , ,2, , ,9,2, ,97, , , ,50,3,D,3, , ,3,3,4, ,2,3,1,50,8,1
397,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,4,2,10,7,57,7,10,49, ,2, , ,9,1,1,3,4, , ,57,7,B1,3,51,1,5,3,4, ,1,3,1,50,8,1
398,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5, ,4,50,7,1, , ,2, , ,8,2, ,97, , , ,50,4,C,3,35,1,4,3,4, ,2,3,1,25,8,1
399,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,57,7,9, , ,2, , ,5,2, ,97, , , ,52,3,C,4, , ,4,3,4, ,2,3,1,50,7,1
400,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,69,7,1, , ,2, , ,7,2, ,97, , , ,51,4,C,4, , ,4,3,4, ,2,3,1,400,8,1
401,5,5,4,5,4,4,5,5,4,5,4,5,5,5,5,5,4,3,6,57,7,21, , ,2, , ,9,2, ,97, , , ,57,4,C,3,48,1,4,3,4, ,2,3,1,25,1,1
402,4,4,5,4,4,3,4,5,4,4,5,4,5,5,5,4,3,2,6,70,7,10, , ,2, , ,9,2, ,97, , , ,51,3,D,3,51,1,3,3,4, ,2,3,1,35, ,4
403,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,10,6,57,7,10, , ,2, , ,4,1,5,97, , , ,50,3,D,4, , ,4,3,4, ,2,3,1,100,10,3
404,5,5,2,5,5,5,5,5,5,4,5,5, ,5,3,5,5,8,3,69,7,7, , ,2, , ,9,2, ,97, , , ,50,4,C,4, , ,3,3,4, ,2,3,2,100,8,4
405,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,50,7,13, , ,N, , ,9,2, ,2, , , ,50,4,C,3, , ,4,3,4, ,2,3,3,300,1,1
406,5,5,1,4,5,5,5,5,5,3,5,4,5,4,5,3,3,7,6,54,2,20, , ,2, , ,7,2, ,97, , , ,50,3,D,4, , ,3,3,4, ,2,3,1,100,7,4
407,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,57,7,10, , ,2, , ,9,1,1,2,3, , ,66,3,C,4,66,1,3,3,4, ,2,3,1,20,12,1
408,5,5,5,5,4,5,2,5,5,5,4,4,5,4,5,5,4,10,4,57,7,10, , ,2, , ,9,2, ,97, , , ,57,4,C,4, , ,4,1,4, ,2,3,1,100,10,0
409,5,4,5,4,5,1,4,5,4,4,5,4,4,2,4,4,2,8,3,68,7,4, , ,2, , ,8,2, ,97, , , ,50,4,C,3, , ,3,3,4, ,2,3,1,100,8,2
410,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,68,7,9, , ,N, , ,5,2, ,97, , , ,57,7,B1,3, , ,4,3,4, ,2,3,1,50,8,1
411,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,68,7,7, , ,2, , ,9,2, ,97, , , ,50,3,D,4, , ,3,3,4, ,2,3,1,250,1,1
412,5,5,4,5,4,4,2,4,5,5,5,5,5,4,5,4,1, ,4,50,7,1, , ,2, , ,8,2, ,97, , , ,50,4,C,3, , ,3,3,4, ,2,3,1,15,8,0
413,5,5,5,5,5,5, ,4,4,5,5,5,5,4,4,5,5,1,4,52,7,1, , ,2, , ,7,2, ,97, , , ,52,4,B2,8, , ,2,3,4, ,2,3,3,300,12,2
414,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,3,68,7,8, , ,G, , ,9,2, ,2,3, , ,52,3,C,4, , ,3,3,4, ,2,3,1,1000,8,1
415,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,3,7,3,50,7,13, , ,2, , ,2,1,20,97, , , ,50,3,D,3, , ,1,3,4, ,2,3,3,100,1,3
416,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,4,68,7,1, , ,N, , ,9,2, ,97, , , ,50,4,C,3, , ,4,3,4, ,2,3,1,50,8,1
417,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,68,7,1, , ,N, , ,9,2, ,97, , , ,50,5,C,4, , ,4,3,4, ,2,3,1,50,8,1
418,5,5,5,5,4,4,2,4,5,5,4,5,2,4,5,4,2, ,3,68,7,7, , ,2, , ,9,2, ,97, , , ,54,4,B1,4, , ,4,3,4, ,2,3,3,100,8,0
419,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,1,3,68,7,45, , ,2, , ,9,2, ,97, , , ,57,4,C,4, , ,3,3,4, ,2,3,3,300,8,1
420,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,50,7,1,95, ,2, , ,8,2, ,97, , , ,50,4,C,3, , ,2,3,4, ,2,3,1,200,7,1
421,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5, ,3,68,7,8, , ,2, , ,9,2, ,97, , , ,50,4,C,4, , ,3,3,4, ,2,3,1,500,8,1
422,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,1,6,68,9,30, , ,1, , ,8,2, ,1, , , ,57,4,C,4,34,2,6,3,7, ,2,3,1,100,1,1
423,5,5,5,5,5,5,1,5,5,4,5,5,3,5,5,3,4,1,8,90,1,99, , ,1, , ,9,2, ,97, , , ,52,7,A2,4,23,2,5,3,7, ,2,3,1,200,1,0
424,4,5,5,1,5,3,5,5,5,5,5,5,5,5,5,1,5,9,6,90,1,30, , ,1, , ,9,2, ,97, , , ,54,6,A1,4,30,2,6,3,7,8,1,1,1,30,12,4
425,5,5,5,5,5,5,4,4,3,5,5,4,3,4,4,3,3,2,4,68,9,99, , ,1, , ,9,2, ,97, , , ,57,6,B1,3,34,2,4,3,7, ,2,3,1,100,2,2
426,5,4,5,2,2,4,4,5,4,4,5,4,3,5,4,2,2,1,6,68,9,30, , ,1, , ,7,2, ,97, , , ,66,6,A2,8,51,2,6,3,1,2,1,2,1,400,1,4
427,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,11,6,68,1,21, , ,2, , ,9,2, ,2, , , ,67,7,A1,8,40,2,6,2,6, ,1,3,1, , ,3
428,5,4,4,5,5,4,4,5,5,4,4,4,3,5,5,3,3,2,4,69,1,1, , ,2, , ,8,2, ,97, , , ,66,6,A2,4, ,1,6,3,1,7,2,3,2,500,2,3
429,4,4,5,4,4,5,4,5,5,5,5,5,3,5,5,4,4,6,4,90,1,97, , ,2, , ,4,2, ,97, , , ,54,5,A2,4, ,1,3,3,2,7,2,3,1,150,12,1
430,5,5,5,5,5,4,5,5,5,5,5,5,1,5,4,2,3, ,3,90,9,97, , ,2, , ,8,2, ,97, , , ,65,5,B2,4,60,2,3,3,7, ,2,3,1,50,12,3
431,5,4,5,5,5,3,5,5,5,5,5,5,3,5,5,4,5,1,6,65,1,22, , ,2, , ,8,2, ,5, , , ,53,6,A2,5,48,1,6,1,1,7,2,3,2,100,2,1
432,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,2,3,12,4,68,9,97, , ,2, , ,8,2, ,2, , , ,65,5,B2,4,45,2,3,3,7, ,1,3,2,50, ,3
433,4,4,4,5,5,4,5,5,5,4,5,5,4,5,5,2,4,9,6,67,1,19, , ,1, , ,9,2, ,3, , , ,67,6,A1,5,35,1,4,3,7, ,2,3,1,100,9,3
434,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,2,5,1,5,69,1,37, , ,1, , ,6,2, ,97, , , ,52,6,A2,4,18,1,5,3,7,8,2,3,1,100,2,3
435,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,66,9,97, , ,1, , ,9,2, ,2, , , ,66,5,B1,4,75,1,3,3,1,7,2,3,1,100,2,1
436,5,5,5,5,5,4,5,5,1,5,4,5,5,5,5,4,5,1,4,65,9,97, , ,2, , ,9,1,1,97, , , ,65,4,C,4,57,2,4,1,7, ,2,3,1,50,2,2
437,5,5,5,5,4,2,2,5,5,5,5,5,2,5,5,2,2,1,6,66,1,19, , ,2, , ,9,2, ,97, , , ,67,6,A1,10,62,1,7,1,5, ,2,3,1,200,12,0
438,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,4,3,1,6,65,9,30, , ,1, , ,9,1,2,97, , , ,65,6,B1,3,58,1,4,3,2,7,2,3,1,100,12,1
439,4,5,4,5,4,5,3,5,4,4,4,3,3,5,4,3,3,2,3,50,9,97, , ,2, , ,8,2, ,2, , , ,50,3,D,4,50,1,1,3,7, ,2,3,1,500,2,4
440,5,5,5,5,5,2, ,5,5,3,4,4,5,5,4,5,4,2,6,52,9,10, , ,2, , ,9,2, ,1,2, , ,52,6,A2,4,40,1,5,3,7, ,2,3,1,300,2,1
441,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,2,52,2,97, , ,1, , ,8,2, ,97, , , ,53,4,B1,4,32,1,5,3,2, ,2,3,2,150,12,3
442,4,4,3,4,3,4,2,4,4,4,3,5,4,5,4,4,4,1,5,90,9,97, , ,1, , ,4,2, ,97, , , ,56,7,A1,8,59,2,5,3,6, ,1,3,1,500, ,4
443,5,5,5,5,4,5,4,5,5,4,5,4,4,5,4,3,3,6,6,57,1,17, , ,2, , ,8,2, ,97, , , ,57,6,B1,4,26,2,5,3,7, ,2,3,1,100,2,3
444,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,9,6,66,1,10, , ,1,3, ,2,1,3,97, , , ,66,5,B1,9,21,1,6,3,7, ,2,3,1, ,2,1
445,3,3,4,4,4,3,4,3,4,3,3,4,4,4,3,4,4,6,6,90,1,17, , ,2, , ,3,2, ,97, , , ,56,7,A1,7,33,2,6,3,1,2,1,3,1,200, ,4
446,5,5,5,5,5,4,5,5,5,3,2,3,4,5,4,3,3,2,2,68,9,8, , ,2, , ,9,2, ,97, , , ,50,4,C,4,35,2,2,3,7, ,2,3,2,100,2,3
447,5,4,5,5,5,4,3,3,4,3,3,4,3,5,5,3,3,2,6,66,1,17, , ,2, , ,8,2, ,97, , , ,67,6,A1,7,28,1,4,3,7, ,2,3,3,1000,2,2
448,5,5,4,5,5,4,4,5,5,5,4,5,4,4,5,4,4,1,2,68,9,97, , ,2, , ,8,2, ,2, , , ,50,3,D,4,30,2,3,3,7, ,2,3,1,100,1,1
449,5,5,5,5,4,3,5,5,5,5,5,5,5,3,5,5,5,2,6,57,1,17, , ,2, , ,9,2, ,97, , , ,66,7,A2,6,32,1,6,1,3, ,2,3,1,100,6,0
450,5,5,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,1,5,53,9,97, , ,2, , ,1,2, ,97, , , ,53,5,A2,4,40,1,4,3,7, ,2,3,1,100,2,1
451,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,6,90,9,30, , ,2, , ,8,2, ,97, , , ,66,7,A2,4,35,2,6,3,7, ,2,3,1,100, ,1
452,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,50,9,97, , ,1, , ,2,1,1,97, , , ,50,5,C,3, , ,1,3,7, ,2,3,1,20,10,1
453,5,4,5,5,5,3,1,5,5,3,4,5,1,1,5,1,3,1,7,67,10,97, , ,1, , ,9,2, ,97, , , ,67,7,A1,6,39,1,6,1,6, ,2,3,2,100, ,0
454,5,5,5,4,5,3,3,4,4,3,4,5,4,5,5,3,4,2,4,68,9,97, , ,2,3, ,9,2, ,97, , , ,49,1,E2,3, ,1,4,3,7, ,2,3,1,200,2,2
455,5,5,5,4,5,3,2,5,5,3,4,4,3,5,5,2,3,1,4,57,1,97, , ,2,3, ,9,2, ,97, , , ,57,4,C,4, , ,5,1,7, ,2,3,2,100,1,0
456,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,68,1,97, , ,2, , ,9,2, ,1,2, , ,49,4,D,4, , ,3,3,7, ,2,3,3,100,2,1
457,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,8,5,90,1,10, , ,1, , ,8,2, ,97, , , ,52,5,B1,4, , ,6,3,7, ,2,3,1,100,8,1
458,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,1,4, ,7,66,1,97, , ,2, , ,7,1,3,97, , , ,65,6,B1,6,25,2,4,3,1,2,2,3,3,500, ,3
459,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,90,9,97, , ,1, , ,7,2, ,3, , , ,54,4,B1,4,45,2,3,3,7, ,2,3,1,300,2,1
460,5,5,4,5,5,1,5,5,1,1,5,5,5,5,5,5,5,1,2,68,1,97, , ,2, , ,9,2, ,2, , , ,50,5,C,4,50,2,4,3,6,7,2,3,1, ,1,2
461,5,5,5,5,5,5,5,4, ,5,4,5,4,4,4,5,5,1,6,54,1,97, , ,1, , ,9,2, ,97, , , ,54,6,A1,6,44,1,6,3,7, ,2,3,1,50,6,1
462,5,4,4,4,4,5,5,5,4,5,4,5,4,5,5,4,5,6,6,90,9,30, , ,2, , ,9,2, ,97, , , ,54,6,A1,8,50,2,6,3,12, ,1,3,3,1000, ,1
463,5,5,4,5,4,2,2,5,5,5,5,5,2,5,5,2,4,1,4,68,9,97, , ,2, , ,9,2, ,97, , , ,65,6,B1,5,26,2,6,3,7, ,2,3,1,100,2,0
464,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,3,1,3,52,3,97, , ,1, , ,8,2, ,97, , , ,52,3,C,3, , ,4,3,7, ,2,3,1,100,1,3
465,5,5,5,5,5,4,4,4,5,3,4,4,3,4,4,3,3,2,4,69,1,97, , ,2, , ,3,2, ,97, , , ,51,3,D,3, ,1,4,1,7, ,2,3,1,700,2,3
466,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,3,4,1,3,52,1,97, , ,2, , ,3,1,7,97, , , ,65,5,B2,4,24,1,4,3,7, ,2,3,3,200, ,3
467,5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,3,3,1,5,57,9,97, , ,1, , ,8,2, ,1, , , ,57,5,B2,5,51,1,4,3,7, ,1,2,1,1100,12,3
468,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,5,5,1,4,52,3,1, , ,1, , ,9,1,1,1,2, , ,52,4,B2,6,38,1,4,3,2, ,2,2,1,800, ,2
469,5,5,5,5,5,4,3,5,5,5,4,5,3,3,5,2,5, ,3,53,9,97, , ,7, , ,3,2, ,97, , , ,53,5,A2,5,60,1,4,3,7, ,2,2,1,150, ,0
470,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,2,3,50,9,97, , ,2, , ,7,2, ,2, , , ,50,4,C,5,54,1,1,3,7, ,2,3,3,500,1,4
471,5,5,5,2,4,4,5,5,5,4,4,3,3,5,4,3,3,13,5,55,2,97, , ,1, , ,7,2, ,97, , , ,53,2,C,7,26,1,5,3,7, ,2,3,1,200,12,4
472,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,4,5,8,2,52,2,42, , ,4, , ,9,2, ,97, , , ,52,2,D,5,35,1,2,3,2, ,2,3,1,500,9,1
473,5,5,4,5,4,4,5,4,5,4,4,5,4,4,5,4,4,8,4,50,2,9, , ,4, , ,9,2, ,97, , , ,50,4,C,4, , ,3,3,2, ,2,3,1,50,9,1
474,5,4,5,5,5,5,5,5,5,3,4,5,4,5,5,4,2,10,6,68,2,30, , ,2, , ,7,2, ,2, , , ,56,7,A1,8, ,1,6,3,2, ,2,3,1,400,10,1
475,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,4,68,2,44, , ,2, , ,9,1,2,97, , , ,57,6,B1,4,23,1,4,3,2, ,2,3,1,100,7,1
476,5,5,5,5,4,4, ,5,4,5,4,5,4,4,5,4,5,1,4,68,2,9, , ,1, , ,9,2, ,97, , , ,67,6,A1,5,45,2,6,3,1,2,2,3,1,20,12,1
477,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,1,3,68,2,13, , ,M, , ,9,2, ,97, , , ,57,4,C,4, ,1,6,3,13, ,2,3,2,150,2,1
478,5,4,5,4,5,4,5,5,4,4,4,5,5,4,5,1,5,8,2,68,2,47, , ,M, , ,9,2, ,97, , , ,52,4,B2,5,61,2,4,3,2,13,2,3,3,300,12,3
479,5,5,5,5,4,5,5,5,5,5,2,5,5,3,4,1,1,6,4,56,1,9, , ,4, , ,8,2, ,97, , , ,67,7,A1,4,40,2,6,3,1,2,2,3,1,300,8,3
480,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,2,1,8,6,68,2,30, , ,2, , ,6,2, ,97, , , ,67,7,A1,9,49,2,3,3,2, ,2,3,1, ,12,3
481,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,8,3,51,2,97, , ,4, , ,9,2, ,97, , , ,57,4,C,5,41,1,4,1,2, ,2,3,1,200,12,1
482,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,4,4,8,4,57,2,9, , ,2, , ,9,2, ,97, , , ,65,6,B1,4, ,1,6,1,2, ,2,3,3,500,9,1
483,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,8,1,68,1,43, , ,2, , ,8,2, ,97, , , ,65,6,B1,5, ,1,6,3,2, ,2,3,1,100,9,3
484,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,2,2,1,7,67,1,90,92, ,2, , ,7,2, ,97, , , ,67,7,A1,10,60,2,6,3,2,12,2,3,3,400,1,3
485,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,9,1,68,99,97, , ,2,4, ,9,2, ,97, , , ,52,4,B2,3, , ,1,3,2, ,2,3,1,100,9,4
486,4,5,5,5,4,5,4,5,4,5,5,5,5,4,4,1,4,1,3,68,2,7, , ,2, , ,9,2, ,97, , , ,50,6,B2,6,30,2,3,3,2, ,2,3,1,100,10,3
487,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,8,4,51,2,9, , ,4, , ,9,2, ,97, , , ,51,4,C,3,23,1,1,3,2, ,2,3,3,400, ,1
488,4,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,8,4,68,2,44, , ,4, , ,9,2, ,97, , , ,57,4,C,5, ,1,4,3,2,13,2,3,3,500,12,1
489,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,2,4,9,2,68,2,13, , ,4, , ,9,2, ,97, , , ,57,4,C,4,28,2,3,3,2, ,2,3,1,100,12,3
490,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,2,3,1,6,69,2,11, , ,2, , ,8,2, ,97, , , ,57,6,B1,6,25,2,6,3,2, ,2,3,1,400,8,4
491,5,4,5,5,5,5,4,5,5,5,5,5,2,5,5,4,5,1,7,67,1,14, , ,2, , ,9,2, ,97, , , ,66,6,A2,5,38,1,6,1,2, ,2,3,3,400,12,1
492,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,1,2, ,4,50,1,97, , ,B, , ,8,2, ,2, , , ,57,6,B1,9,68,1,6,1,13, ,2,2,3,60,13,3
493,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,8,5,69,1,51, , ,2, , ,8,2, ,97, , , ,56,7,A1,4,20,2,4,3,2, ,2,3,1,200,8,3
494,5,5,4,5,5,5,5,4,3,4,5,5,5,5,5,5,5,8,6,68,1,19, , ,2, , ,7,2, ,2, , , ,66,7,A2,5,32,2,6,3,2, ,2,3,1,400,9,2
495,5,5,4,5,5,5,5,5,5,4,3,5,5,5,5,1,1,8,4,56,1,93, , ,1, , ,9,2, ,1,2, , ,52,6,A2,5,55,1,6,3,2,13,2,1,3, ,1,3
496,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,4,3,1,7,69,2,19, , ,A, , ,9,2, ,13, , , ,66,6,A2,4,25,1,3,3,2, ,2,3,1,90,1,0
497,4,5,4,4,4,5,4,4,5,4,5,5,4,4,4,4,5,9,1,68,99,97, , ,4, , ,9,2, ,97, , , ,49,4,D,3, ,1,1,2,2, ,2,3,1,100,10,4
498,4,4,5,5,5,5,2,5,5,4,2,5,2,4,5,2,4,7,6,52,2,30, , ,4, , ,9,1,1,97, , , ,50,4,C,4,23,1,1,3,2, ,2,3,1,60,8,0
499,5,5,4,5,5,5,4,5,5,5,3,4,2,5,5,5,5,8,4,69,1,51, , ,2, , ,7,2, ,97, , , ,54,6,A1,9,38,2,4,3,2,13,2,3,1,20,12,1
500,5,4,4,5,4,4,5,5,5,5,5,5,3,4,4,5,4,8,1,68,99,97, , ,4, , ,9,2, ,97, , , ,51,4,C,4,39,2,1,3,2, ,2,3,1,300,8,1
501,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,69,1,1, , ,2, , ,9,2, ,97, , , ,66,6,A2,7, ,1,6,3,2, ,2,3,1,100,1,4
502,5,5,5,4,5,5,4,5,5,5,5,5,5,3,5,5,1,8,6,68,1,11, , ,2, , ,7,2, ,97, , , ,52,6,A2,4,35,1,6,3,2, ,2,3,1,50,9,1
