id,month,gender,age_band,Income,Checking_account,Churn,censor
669,29,F,60-64,I,Y,0,1
670,9,M,25-29,U,Y,0,1
671,23,M,50-54,C,Y,0,1
672,31,M,60-64,I,Y,0,1
673,48,M,50-54,D,N,0,1
674,24,F,50-54,U,N,0,1
675,52,F,45-49,F,Y,0,1
676,34,M,60-64,I,Y,0,1
677,16,M,50-54,I,Y,0,1
678,25,F,25-29,F,Y,0,1
679,29,F,35-39,G,Y,1,0
680,18,F,60-64,E,Y,0,1
681,30,F,40-44,D,N,0,1
682,22,M,40-44,E,Y,0,1
683,43,M,35-39,I,Y,0,1
684,17,F,25-29,B,Y,0,1
685,20,F,25-29,E,Y,0,1
686,12,M,25-29,F,Y,0,1
687,28,F,40-44,U,Y,0,1
688,35,M,50-54,F,N,0,1
689,14,M,45-49,F,Y,0,1
690,20,M,25-29,F,Y,0,1
691,12,M,25-29,I,Y,0,1
692,43,M,55-59,E,Y,0,1
693,35,M,45-49,U,Y,0,1
694,27,F,55-59,B,Y,0,1
695,6,F,60-64,F,N,0,1
696,56,M,45-49,I,Y,0,1
697,13,M,60-64,G,N,0,1
698,10,M,60-64,H,Y,0,1
699,21,F,60-64,D,Y,0,1
700,15,M,60-64,I,N,0,1
701,28,F,50-54,B,N,0,1
702,29,F,40-44,I,Y,0,1
703,40,F,35-39,U,Y,0,1
704,21,M,60-64,D,N,0,1
705,50,M,45-49,I,Y,0,1
706,14,F,60-64,U,Y,0,1
707,3,M,25-29,I,Y,0,1
708,24,M,50-54,G,Y,0,1
709,40,M,55-59,F,Y,0,1
710,30,F,30-34,U,Y,0,1
711,1,M,21-24,G,Y,0,1
712,22,F,25-29,C,N,0,1
713,50,M,65+,I,Y,0,1
714,4,F,50-54,E,N,0,1
715,28,M,45-49,I,N,0,1
716,19,M,40-44,F,N,0,1
717,38,F,21-24,U,Y,0,1
718,33,M,40-44,G,Y,0,1
719,48,M,45-49,I,Y,0,1
720,1,M,00-20,H,N,0,1
721,26,F,40-44,I,Y,0,1
722,19,M,25-29,H,Y,0,1
723,21,F,35-39,F,Y,0,1
724,26,M,65+,U,Y,0,1
725,34,F,60-64,G,Y,0,1
726,36,F,60-64,F,Y,0,1
727,22,M,35-39,F,Y,0,1
728,24,F,25-29,H,Y,0,1
729,48,F,35-39,U,Y,0,1
730,25,M,21-24,U,Y,0,1
731,45,F,55-59,G,Y,0,1
732,46,F,25-29,D,Y,0,1
733,32,M,25-29,A,Y,0,1
734,7,F,55-59,F,N,0,1
735,20,M,40-44,H,Y,0,1
736,20,M,45-49,I,N,0,1
737,3,M,50-54,B,Y,0,1
738,35,F,25-29,E,Y,0,1
739,18,F,40-44,U,Y,0,1
740,21,M,60-64,F,Y,0,1
741,46,M,60-64,B,Y,0,1
742,16,M,40-44,H,Y,0,1
743,22,M,55-59,B,Y,0,1
744,5,M,35-39,U,N,0,1
745,25,M,40-44,E,Y,0,1
746,30,F,40-44,H,Y,0,1
747,34,M,55-59,D,N,0,1
748,22,F,25-29,U,Y,1,0
749,12,F,21-24,H,Y,0,1
750,52,M,55-59,F,Y,0,1
751,13,M,30-34,E,Y,0,1
752,30,M,55-59,I,Y,0,1
753,28,F,25-29,F,N,1,0
754,21,F,35-39,U,Y,0,1
755,6,F,45-49,G,N,0,1
756,13,F,21-24,H,Y,1,0
757,46,F,25-29,F,Y,0,1
758,33,M,50-54,F,N,0,1
759,9,M,65+,I,N,0,1
760,34,M,50-54,G,N,0,1
761,25,M,45-49,U,Y,0,1
762,26,M,55-59,F,Y,0,1
763,22,F,45-49,U,Y,0,1
764,22,M,25-29,F,Y,0,1
765,10,F,00-20,F,Y,0,1
766,19,F,45-49,I,Y,0,1
767,28,M,55-59,I,Y,0,1
768,57,F,25-29,C,Y,0,1
769,10,F,35-39,G,N,0,1
770,1,F,40-44,U,N,0,1
771,20,M,60-64,F,Y,0,1
772,31,M,55-59,G,Y,0,1
773,38,M,60-64,C,Y,0,1
774,8,M,21-24,H,Y,0,1
775,50,F,50-54,F,Y,0,1
776,13,M,55-59,H,Y,0,1
777,42,M,60-64,I,Y,0,1
778,31,M,45-49,G,Y,0,1
779,19,M,45-49,E,Y,0,1
780,18,F,55-59,F,N,0,1
781,44,M,55-59,F,Y,0,1
782,36,F,55-59,I,Y,0,1
783,28,F,50-54,G,N,0,1
784,4,M,30-34,U,N,0,1
785,27,F,60-64,F,Y,0,1
786,3,M,35-39,U,Y,0,1
787,29,F,30-34,U,Y,0,1
788,5,F,25-29,H,N,0,1
789,5,F,35-39,U,N,0,1
790,6,F,25-29,F,Y,0,1
791,23,M,55-59,H,Y,0,1
792,18,F,60-64,F,Y,0,1
793,22,M,21-24,G,Y,0,1
794,40,M,55-59,G,Y,1,0
795,9,M,45-49,I,Y,0,1
796,7,M,50-54,H,N,0,1
797,15,M,55-59,I,N,1,0
798,51,M,60-64,B,Y,0,1
799,33,F,55-59,E,Y,0,1
800,3,M,55-59,H,N,0,1
801,25,F,40-44,U,Y,0,1
802,31,M,60-64,U,Y,0,1
803,38,M,45-49,I,N,0,1
804,4,M,60-64,D,N,0,1
805,51,F,30-34,F,Y,0,1
806,34,M,45-49,H,Y,0,1
807,21,F,55-59,U,Y,0,1
808,55,F,40-44,F,Y,0,1
809,38,M,25-29,F,Y,0,1
810,32,M,55-59,G,Y,0,1
811,1,F,00-20,U,N,0,1
812,29,M,50-54,I,N,0,1
813,39,F,45-49,F,N,0,1
814,36,M,60-64,H,Y,0,1
815,3,M,60-64,E,N,0,1
816,45,M,35-39,D,Y,0,1
817,27,F,60-64,U,Y,0,1
818,30,M,45-49,F,Y,0,1
819,20,M,25-29,U,Y,0,1
820,24,M,60-64,U,Y,0,1
821,10,F,60-64,F,N,0,1
822,22,F,21-24,F,Y,0,1
823,25,F,60-64,C,N,0,1
824,21,M,25-29,I,Y,0,1
825,21,F,35-39,U,Y,1,0
826,5,F,60-64,U,Y,0,1
827,17,M,40-44,F,N,1,0
828,18,F,35-39,U,Y,0,1
829,19,M,45-49,G,N,0,1
830,57,F,55-59,I,Y,0,1
831,17,M,25-29,C,Y,0,1
832,19,M,40-44,G,N,0,1
833,2,F,21-24,U,Y,0,1
834,38,F,55-59,H,Y,0,1
835,1,M,55-59,U,N,0,1
836,28,F,45-49,D,Y,0,1
837,39,M,45-49,G,N,0,1
838,23,M,30-34,F,Y,0,1
839,47,F,60-64,I,Y,0,1
840,24,F,45-49,U,Y,0,1
841,15,F,50-54,G,N,0,1
842,12,F,50-54,U,N,0,1
843,18,F,55-59,F,N,0,1
844,16,F,45-49,F,Y,0,1
845,45,M,25-29,F,Y,0,1
846,10,F,21-24,G,Y,0,1
847,16,F,25-29,U,Y,0,1
848,23,F,65+,U,N,0,1
849,12,F,60-64,U,Y,0,1
850,43,F,30-34,U,Y,0,1
851,23,M,65+,G,N,1,0
852,9,M,50-54,E,N,0,1
853,13,M,21-24,U,Y,0,1
854,20,F,50-54,I,Y,0,1
855,33,M,45-49,I,Y,0,1
856,18,M,35-39,U,Y,0,1
857,33,M,45-49,F,Y,0,1
858,42,M,50-54,G,Y,0,1
859,32,M,60-64,G,Y,0,1
860,45,M,60-64,D,Y,0,1
861,2,M,45-49,F,Y,0,1
862,32,F,60-64,F,N,0,1
863,8,M,55-59,U,Y,0,1
864,32,F,30-34,D,N,0,1
865,5,M,55-59,F,N,0,1
866,15,F,21-24,U,Y,0,1
867,21,F,30-34,U,Y,0,1
868,11,M,40-44,E,Y,0,1
869,13,F,60-64,E,N,0,1
870,46,F,25-29,H,Y,0,1
871,45,F,60-64,E,Y,0,1
872,20,F,25-29,G,N,0,1
873,32,M,60-64,I,Y,0,1
874,2,F,50-54,E,N,0,1
875,14,M,50-54,I,N,0,1
876,11,F,50-54,F,N,0,1
877,17,M,21-24,H,Y,0,1
878,5,M,25-29,U,Y,0,1
879,30,M,40-44,E,Y,0,1
880,53,M,55-59,F,Y,0,1
881,35,M,45-49,I,Y,0,1
882,18,F,60-64,B,Y,0,1
883,21,M,35-39,H,Y,0,1
884,21,F,50-54,H,Y,0,1
885,34,F,40-44,F,Y,0,1
886,27,F,50-54,I,Y,0,1
887,48,M,55-59,F,Y,0,1
888,40,F,25-29,H,Y,0,1
889,27,M,60-64,U,Y,0,1
890,40,M,60-64,U,Y,1,0
891,52,M,30-34,F,Y,0,1
892,7,M,25-29,U,Y,0,1
893,11,F,30-34,U,N,0,1
894,9,M,50-54,H,N,0,1
895,9,F,60-64,D,N,0,1
896,37,M,45-49,H,Y,0,1
897,10,M,21-24,D,Y,0,1
898,45,F,65+,E,N,1,0
899,46,M,35-39,G,Y,0,1
900,14,M,30-34,I,Y,0,1
901,1,M,55-59,I,N,0,1
902,23,F,30-34,G,Y,0,1
903,11,F,21-24,I,Y,0,1
904,21,F,35-39,G,N,0,1
905,3,F,60-64,U,N,0,1
906,11,F,55-59,G,N,0,1
907,23,M,55-59,I,Y,0,1
908,24,M,30-34,I,Y,0,1
909,57,F,30-34,G,Y,0,1
910,36,M,65+,D,Y,0,1
911,26,M,25-29,F,Y,0,1
912,32,M,40-44,D,Y,0,1
913,19,M,50-54,A,Y,0,1
914,32,M,45-49,G,N,1,0
915,18,M,50-54,C,Y,0,1
916,5,F,25-29,F,N,0,1
917,26,M,30-34,G,Y,0,1
918,15,M,50-54,U,Y,0,1
919,44,M,35-39,G,Y,0,1
920,28,M,55-59,G,N,0,1
921,8,F,35-39,H,Y,0,1
922,40,M,55-59,F,Y,0,1
923,31,F,60-64,D,Y,0,1
924,4,M,21-24,U,Y,0,1
925,42,M,45-49,G,Y,0,1
926,38,M,50-54,F,Y,0,1
927,43,F,50-54,A,Y,0,1
928,27,F,30-34,I,Y,0,1
929,52,M,45-49,F,Y,0,1
930,22,M,50-54,U,Y,0,1
931,10,M,35-39,H,Y,0,1
932,24,M,25-29,E,Y,0,1
933,31,F,55-59,I,Y,0,1
934,43,M,25-29,H,Y,0,1
935,6,F,60-64,D,Y,0,1
936,35,M,50-54,A,Y,0,1
937,14,F,45-49,I,Y,0,1
938,33,M,60-64,C,Y,0,1
939,6,F,21-24,U,Y,0,1
940,14,M,55-59,G,Y,0,1
941,22,F,21-24,C,Y,0,1
942,9,F,50-54,I,N,0,1
943,22,F,25-29,F,Y,0,1
944,21,M,35-39,H,N,0,1
945,28,M,50-54,E,N,0,1
946,27,F,35-39,H,Y,0,1
947,28,M,65+,H,N,0,1
948,38,F,60-64,G,Y,0,1
949,10,M,40-44,G,Y,0,1
950,2,F,60-64,E,Y,0,1
951,10,M,30-34,U,Y,0,1
952,14,M,50-54,B,N,0,1
953,7,M,55-59,F,N,0,1
954,47,M,60-64,G,Y,0,1
955,43,F,30-34,F,Y,0,1
956,20,M,25-29,G,Y,0,1
957,3,F,21-24,U,Y,0,1
958,21,F,50-54,U,Y,0,1
959,15,F,21-24,I,Y,0,1
960,47,M,60-64,H,Y,0,1
961,9,M,50-54,U,Y,0,1
962,56,M,60-64,E,Y,0,1
963,46,F,35-39,U,N,0,1
964,54,M,25-29,F,Y,0,1
965,51,F,60-64,F,Y,0,1
966,41,F,50-54,E,Y,0,1
967,46,F,65+,F,Y,0,1
968,4,M,45-49,F,N,0,1
969,53,F,25-29,F,Y,0,1
970,7,M,25-29,F,Y,0,1
971,23,M,60-64,D,N,0,1
972,3,F,55-59,G,Y,0,1
973,18,F,50-54,G,Y,0,1
974,21,M,50-54,F,Y,0,1
975,55,F,30-34,H,Y,0,1
976,16,M,40-44,E,N,0,1
977,4,F,60-64,E,N,0,1
978,4,F,25-29,E,N,0,1
979,41,M,40-44,G,Y,0,1
980,50,M,45-49,H,Y,1,0
981,3,F,60-64,E,N,0,1
982,25,M,30-34,I,Y,0,1
983,35,M,25-29,U,Y,0,1
984,8,F,30-34,U,N,0,1
985,27,F,55-59,E,N,0,1
986,22,M,25-29,H,Y,0,1
987,6,F,65+,I,Y,0,1
988,50,F,60-64,F,Y,0,1
989,14,M,21-24,G,Y,0,1
990,17,M,35-39,F,Y,0,1
991,48,M,60-64,F,Y,0,1
992,22,F,45-49,F,Y,0,1
993,19,F,21-24,E,N,0,1
994,19,M,35-39,I,Y,0,1
995,37,M,25-29,G,Y,0,1
996,39,F,30-34,G,Y,0,1
997,34,M,40-44,F,Y,0,1
998,26,F,50-54,H,Y,0,1
999,41,M,65+,F,Y,0,1
1000,5,M,50-54,F,N,0,1
1001,19,M,50-54,D,N,0,1
1002,9,M,45-49,H,Y,0,1
1003,41,M,45-49,I,Y,0,1
1004,42,M,55-59,H,Y,0,1
1005,5,M,35-39,D,Y,0,1
1006,41,F,25-29,C,Y,1,0
1007,11,M,55-59,U,N,0,1
1008,40,F,60-64,I,Y,0,1
1009,8,F,40-44,H,Y,0,1
1010,26,F,50-54,I,N,0,1
1011,32,M,25-29,D,Y,0,1
1012,4,F,60-64,C,N,0,1
1013,27,M,60-64,H,N,0,1
1014,26,M,60-64,H,Y,0,1
1015,44,M,30-34,F,Y,0,1
1016,3,F,45-49,B,Y,0,1
1017,9,M,25-29,H,Y,0,1
1018,28,M,35-39,F,Y,0,1
1019,37,M,35-39,U,N,0,1
1020,8,M,25-29,E,Y,0,1
1021,20,F,40-44,F,Y,0,1
1022,1,M,21-24,U,Y,0,1
1023,37,F,25-29,I,Y,0,1
1024,19,M,50-54,U,Y,0,1
1025,49,M,25-29,F,Y,0,1
1026,46,M,60-64,H,Y,0,1
1027,15,M,25-29,F,Y,0,1
1028,43,F,40-44,H,Y,0,1
1029,1,M,30-34,U,Y,0,1
1030,9,M,50-54,G,N,0,1
1031,17,M,25-29,F,Y,0,1
1032,12,F,55-59,D,N,1,0
1033,13,M,21-24,F,N,0,1
1034,2,M,45-49,I,N,0,1
1035,10,M,40-44,F,Y,0,1
1036,22,F,55-59,D,Y,0,1
1037,23,M,55-59,G,Y,0,1
1038,22,F,25-29,F,Y,0,1
1039,10,F,55-59,I,Y,0,1
1040,29,F,25-29,U,Y,0,1
1041,24,M,25-29,U,Y,0,1
1042,8,F,21-24,I,Y,0,1
1043,20,M,25-29,I,Y,0,1
1044,23,F,25-29,U,Y,0,1
1045,10,F,60-64,U,Y,0,1
1046,45,M,55-59,F,N,0,1
1047,29,F,55-59,I,Y,0,1
1048,42,M,55-59,G,Y,0,1
1049,15,M,50-54,I,Y,0,1
1050,12,M,21-24,G,Y,0,1
1051,20,F,60-64,C,Y,0,1
1052,38,M,25-29,U,Y,0,1
1053,20,M,30-34,F,Y,0,1
1054,21,M,55-59,H,N,0,1
1055,28,F,30-34,U,Y,0,1
1056,21,F,60-64,E,Y,0,1
1057,5,F,25-29,F,Y,0,1
1058,49,M,25-29,F,Y,0,1
1059,4,M,60-64,G,N,0,1
1060,25,F,60-64,U,N,0,1
1061,49,M,35-39,H,Y,0,1
1062,22,F,55-59,F,Y,0,1
1063,4,F,60-64,U,Y,0,1
1064,16,F,35-39,H,Y,0,1
1065,24,M,60-64,U,Y,0,1
1066,20,F,25-29,U,Y,0,1
1067,22,F,60-64,U,Y,0,1
1068,36,F,60-64,A,Y,0,1
1069,29,F,21-24,C,Y,0,1
1070,29,F,60-64,E,Y,0,1
1071,2,M,25-29,U,Y,0,1
1072,27,M,45-49,U,Y,0,1
1073,15,M,35-39,B,Y,0,1
1074,16,M,25-29,G,Y,0,1
1075,10,M,60-64,U,Y,0,1
1076,22,F,60-64,F,Y,0,1
1077,17,M,25-29,B,Y,0,1
1078,15,F,60-64,U,N,0,1
1079,7,M,60-64,F,Y,0,1
1080,5,F,45-49,G,N,0,1
1081,33,F,25-29,G,Y,0,1
1082,32,F,60-64,E,Y,0,1
1083,16,M,40-44,I,Y,0,1
1084,3,M,35-39,U,Y,0,1
1085,37,M,21-24,U,Y,0,1
1086,42,M,30-34,I,Y,0,1
1087,5,F,00-20,C,Y,0,1
1088,42,M,40-44,G,Y,0,1
1089,25,F,40-44,E,Y,0,1
1090,29,F,65+,F,N,1,0
1091,2,M,21-24,U,Y,0,1
1092,17,M,45-49,I,Y,0,1
1093,14,M,35-39,U,Y,0,1
1094,42,M,50-54,G,Y,0,1
1095,9,F,25-29,F,Y,0,1
1096,38,M,45-49,H,Y,0,1
1097,57,F,50-54,F,Y,0,1
1098,35,F,40-44,I,Y,0,1
1099,13,F,50-54,C,N,0,1
1100,29,F,21-24,U,Y,0,1
1101,6,M,50-54,G,Y,0,1
1102,20,M,40-44,I,Y,0,1
1103,58,F,50-54,E,N,0,1
1104,1,M,30-34,U,N,0,1
1105,26,M,40-44,C,Y,0,1
1106,44,F,60-64,G,Y,0,1
1107,10,F,21-24,H,Y,0,1
1108,40,M,55-59,E,Y,0,1
1109,55,M,35-39,F,Y,0,1
1110,47,M,40-44,G,Y,0,1
1111,22,M,50-54,G,N,0,1
1112,16,M,55-59,H,N,0,1
1113,44,M,25-29,G,Y,0,1
1114,4,M,50-54,I,N,0,1
1115,7,M,25-29,F,Y,0,1
1116,3,M,45-49,F,N,0,1
1117,47,M,25-29,C,Y,0,1
1118,4,F,40-44,H,N,0,1
1119,10,M,45-49,U,Y,0,1
1120,42,F,50-54,H,Y,0,1
1121,2,M,60-64,C,N,0,1
1122,17,F,55-59,U,Y,0,1
1123,2,M,50-54,E,Y,0,1
1124,5,M,25-29,F,Y,0,1
1125,20,F,60-64,H,Y,0,1
1126,20,M,40-44,F,Y,0,1
1127,36,M,21-24,U,Y,1,0
1128,53,F,45-49,I,Y,0,1
1129,31,F,45-49,D,Y,0,1
1130,42,F,55-59,A,Y,0,1
1131,1,F,35-39,F,N,0,1
1132,15,F,35-39,F,Y,0,1
1133,16,M,50-54,C,N,0,1
1134,14,F,35-39,G,Y,0,1
1135,4,F,55-59,U,N,0,1
1136,48,F,65+,F,Y,0,1
1137,43,F,60-64,H,Y,0,1
1138,40,F,60-64,U,Y,0,1
1139,56,F,25-29,F,Y,0,1
1140,3,F,00-20,E,Y,0,1
1141,23,M,50-54,I,N,0,1
1142,47,F,30-34,F,Y,0,1
1143,38,F,30-34,E,Y,0,1
1144,40,M,30-34,G,Y,0,1
1145,43,M,50-54,G,Y,0,1
1146,54,F,45-49,D,Y,0,1
1147,8,F,21-24,F,Y,0,1
1148,41,F,60-64,I,Y,1,0
1149,33,M,60-64,F,Y,0,1
1150,28,F,55-59,U,Y,1,0
1151,16,F,65+,E,N,0,1
1152,10,M,25-29,H,Y,0,1
1153,36,M,50-54,G,Y,0,1
1154,32,M,55-59,G,Y,0,1
1155,1,M,00-20,U,Y,0,1
1156,8,F,60-64,G,N,0,1
1157,9,M,35-39,F,Y,0,1
1158,11,M,60-64,G,N,0,1
1159,24,F,60-64,G,Y,0,1
1160,5,F,60-64,F,N,0,1
1161,13,F,25-29,E,Y,0,1
1162,9,M,50-54,G,N,0,1
1163,43,M,50-54,D,Y,0,1
1164,21,M,25-29,F,Y,0,1
1165,22,F,30-34,U,Y,0,1
1166,19,F,30-34,U,Y,0,1
1167,28,F,60-64,F,Y,0,1
1168,20,M,60-64,U,Y,0,1
1169,31,M,55-59,A,Y,0,1
1170,3,M,21-24,H,Y,0,1
1171,1,F,45-49,G,Y,0,1
1172,28,F,25-29,I,Y,0,1
1173,13,M,35-39,H,N,0,1
1174,28,M,25-29,F,Y,0,1
1175,10,M,25-29,F,Y,0,1
1176,53,F,55-59,G,N,1,0
1177,14,F,60-64,A,Y,0,1
1178,23,F,21-24,U,Y,0,1
1179,10,M,60-64,U,N,0,1
1180,20,M,30-34,D,Y,0,1
1181,2,M,40-44,U,Y,0,1
1182,30,F,25-29,D,Y,0,1
1183,36,F,55-59,H,Y,0,1
1184,11,F,21-24,U,Y,0,1
1185,57,M,30-34,E,Y,0,1
1186,44,F,50-54,H,Y,0,1
1187,1,F,55-59,H,Y,0,1
1188,10,M,35-39,U,Y,0,1
1189,49,M,50-54,H,Y,0,1
1190,21,F,55-59,U,Y,0,1
1191,9,M,25-29,G,Y,0,1
1192,47,M,45-49,D,N,0,1
1193,22,M,21-24,I,Y,0,1
1194,10,M,40-44,U,N,0,1
1195,29,F,40-44,E,Y,0,1
1196,14,M,40-44,F,Y,0,1
1197,17,F,00-20,H,N,0,1
1198,41,M,40-44,E,Y,0,1
1199,24,F,45-49,G,Y,0,1
1200,26,M,60-64,G,Y,0,1
1201,21,F,60-64,F,Y,0,1
1202,25,M,60-64,F,Y,0,1
1203,10,M,55-59,G,N,0,1
1204,36,F,40-44,G,N,0,1
1205,12,F,30-34,F,N,0,1
1206,35,M,21-24,F,Y,0,1
1207,26,M,60-64,F,Y,0,1
1208,14,F,21-24,U,Y,0,1
1209,18,M,55-59,H,N,0,1
1210,12,M,45-49,F,Y,0,1
1211,1,M,50-54,E,N,0,1
1212,19,F,55-59,U,Y,0,1
1213,8,M,35-39,I,N,0,1
1214,22,F,65+,U,Y,0,1
1215,22,F,60-64,F,Y,0,1
1216,15,F,55-59,C,N,0,1
1217,46,M,45-49,U,Y,0,1
1218,47,F,65+,C,Y,0,1
1219,11,M,21-24,F,Y,0,1
1220,50,F,65+,I,Y,0,1
1221,54,M,50-54,I,Y,0,1
1222,30,F,45-49,D,Y,0,1
1223,28,M,60-64,C,Y,0,1
1224,39,F,40-44,I,N,0,1
1225,3,F,45-49,H,N,0,1
1226,35,F,30-34,F,Y,0,1
1227,52,M,55-59,C,Y,0,1
1228,24,M,45-49,H,Y,0,1
1229,16,M,25-29,D,Y,0,1
1230,32,M,60-64,F,Y,0,1
1231,23,M,60-64,I,Y,0,1
1232,14,F,55-59,U,Y,1,0
1233,21,M,50-54,F,Y,0,1
1234,5,F,21-24,G,Y,1,0
1235,10,F,60-64,I,N,1,0
1236,7,F,35-39,F,Y,0,1
1237,39,M,60-64,H,N,0,1
1238,11,M,55-59,U,N,0,1
1239,1,F,50-54,F,Y,0,1
1240,31,F,55-59,D,Y,0,1
1241,14,F,25-29,F,Y,0,1
1242,37,M,55-59,I,Y,0,1
1243,31,F,25-29,E,Y,0,1
1244,16,M,21-24,F,Y,0,1
1245,7,M,45-49,H,N,0,1
1246,17,M,55-59,I,N,0,1
1247,18,F,25-29,G,Y,0,1
1248,47,F,25-29,F,Y,0,1
1249,37,F,30-34,B,Y,0,1
1250,34,F,45-49,G,Y,0,1
1251,42,M,50-54,I,Y,0,1
1252,8,F,60-64,I,Y,0,1
1253,43,F,25-29,U,Y,0,1
1254,32,M,45-49,I,Y,0,1
1255,38,M,55-59,I,Y,0,1
1256,9,F,00-20,U,Y,0,1
1257,48,F,25-29,G,Y,0,1
1258,20,M,21-24,U,Y,0,1
1259,40,F,25-29,G,Y,0,1
1260,28,F,60-64,F,Y,0,1
1261,24,M,50-54,H,Y,0,1
1262,17,M,21-24,U,Y,0,1
1263,28,M,21-24,H,Y,0,1
1264,26,F,45-49,U,Y,0,1
1265,23,M,55-59,G,Y,0,1
1266,3,F,55-59,U,N,0,1
1267,24,F,55-59,I,N,0,1
1268,36,M,45-49,I,Y,0,1
1269,25,M,60-64,D,N,0,1
1270,33,M,25-29,G,Y,0,1
1271,39,F,60-64,I,Y,0,1
1272,18,M,21-24,G,Y,0,1
1273,12,F,21-24,I,Y,0,1
1274,12,F,60-64,E,Y,0,1
1275,11,F,25-29,G,Y,0,1
1276,10,M,21-24,U,N,0,1
1277,3,F,30-34,F,N,0,1
1278,15,F,25-29,B,Y,0,1
1279,39,M,25-29,I,Y,0,1
1280,25,F,55-59,C,Y,0,1
1281,59,M,25-29,U,Y,0,1
1282,20,M,50-54,F,Y,0,1
1283,12,F,00-20,I,Y,0,1
1284,31,F,45-49,H,Y,0,1
1285,19,M,60-64,G,N,0,1
1286,49,M,25-29,I,Y,0,1
1287,6,F,55-59,D,Y,0,1
1288,28,F,25-29,F,Y,0,1
1289,5,F,65+,U,Y,0,1
1290,31,F,60-64,F,N,0,1
1291,36,F,25-29,U,Y,0,1
1292,12,F,35-39,G,Y,0,1
1293,17,F,60-64,B,N,0,1
1294,4,F,21-24,U,Y,0,1
1295,18,F,60-64,U,Y,0,1
1296,32,F,50-54,H,Y,0,1
1297,13,M,60-64,G,Y,0,1
1298,32,F,30-34,I,Y,0,1
1299,20,F,25-29,I,Y,0,1
1300,24,F,21-24,I,Y,0,1
1301,11,M,25-29,U,Y,0,1
1302,5,F,45-49,U,N,1,0
1303,15,M,25-29,I,Y,0,1
1304,26,F,50-54,G,N,0,1
1305,1,F,21-24,B,Y,0,1
1306,5,F,50-54,H,N,0,1
1307,18,M,45-49,I,N,0,1
1308,31,M,55-59,G,N,0,1
1309,23,F,60-64,F,Y,0,1
1310,3,M,45-49,G,Y,0,1
1311,32,F,45-49,I,Y,0,1
1312,29,F,25-29,E,Y,0,1
1313,46,M,30-34,C,Y,0,1
1314,48,F,60-64,I,Y,0,1
1315,6,M,45-49,F,N,0,1
1316,42,M,60-64,F,Y,0,1
1317,4,M,45-49,F,Y,0,1
1318,24,F,45-49,A,Y,0,1
1319,54,M,35-39,A,Y,0,1
1320,10,F,60-64,U,Y,0,1
